Date,Shift,Machine_ID,Operator_ID,Fabric_Type,Target_Output_Meters,Actual_Output_Meters,Defect_Rate_Percent,Machine_Downtime_Minutes,Power_Consumption_kWh,Rework_Required_Meters,Operator_Experience_Years,Ambient_Temperature_C,Humidity_Percent,Production_Efficiency_Percent,Comments
2024-01-02,Afternoon,M005,O025,Blend,1179,1128,0.65,8,443.07,38,10.3,35.7,72.2,95.67,Breakdown
2024-01-05,Morning,M010,O036,Cotton,1051,849,8.25,6,405.8,32,11.9,28.1,60.7,80.78,Smooth
2024-04-02,Morning,M014,O001,Polyester,804,704,1.47,3,307.84,13,9.2,29.6,69.4,87.56,Smooth
2024-01-02,Afternoon,M013,O006,Blend,949,1043,9.33,10,443.09,43,2.2,26.8,56.4,109.91,Humidity Issue
2024-02-09,Afternoon,M017,O001,Blend,1187,1229,3.84,8,287.33,30,5.4,31.0,41.0,103.54,Smooth
2024-04-22,Night,M019,O048,Cotton,1087,771,8.32,3,255.2,36,4.3,30.5,57.2,70.93,Smooth
2024-01-03,Night,M008,O027,Blend,1188,1246,8.42,2,340.39,36,2.4,34.2,43.2,104.88,Smooth
2024-01-01,Night,M011,O047,Cotton,919,910,4.96,5,395.01,14,9.3,32.3,45.4,99.02,Humidity Issue
2024-02-07,Morning,M009,O030,Blend,929,929,6.57,31,301.18,18,13.6,27.3,50.0,100.0,Smooth
2024-01-30,Morning,M013,O020,Blend,954,771,7.59,5,323.7,9,13.6,30.0,45.6,80.82,Smooth
2024-03-05,Night,M004,O002,Polyester,865,789,4.11,4,362.35,25,14.1,30.3,42.1,91.21,Smooth
2024-01-20,Morning,M020,O048,Polyester,831,720,2.6,13,294.48,23,7.2,31.7,78.9,86.64,Low Quality Yarn
2024-02-04,Morning,M004,O046,Blend,992,935,3.5,1,328.66,18,12.8,28.4,62.4,94.25,Smooth
2024-04-05,Afternoon,M006,O050,Polyester,1056,960,1.15,19,335.22,36,8.4,30.5,43.3,90.91,Power Cut
2024-02-04,Morning,M017,O016,Cotton,1146,1012,4.85,1,327.58,26,9.9,36.0,61.8,88.31,Humidity Issue
2024-02-11,Afternoon,M015,O037,Polyester,844,611,5.13,16,317.64,25,3.4,29.8,50.3,72.39,Smooth
2024-01-03,Morning,M013,O046,Blend,957,732,3.3,14,277.69,33,13.3,30.3,74.8,76.49,Smooth
2024-03-08,Night,M016,O046,Polyester,855,680,4.51,41,346.95,31,8.3,27.8,59.9,79.53,Smooth
2024-04-06,Morning,M001,O002,Cotton,943,699,6.57,17,415.47,33,3.5,28.3,60.9,74.13,Humidity Issue
2024-02-05,Morning,M018,O030,Polyester,1038,845,7.93,8,409.41,21,13.8,31.6,61.3,81.41,Smooth
2024-04-14,Night,M010,O004,Cotton,1091,832,6.96,15,391.69,38,4.5,28.7,79.3,76.26,Smooth
2024-03-26,Morning,M016,O026,Polyester,1044,789,2.02,2,364.9,12,6.9,32.3,64.6,75.57,Low Quality Yarn
2024-04-06,Afternoon,M001,O020,Cotton,1063,779,8.82,16,376.06,20,14.8,30.0,66.7,73.28,Smooth
2024-04-16,Night,M004,O025,Polyester,1005,958,1.66,21,290.55,10,8.6,29.2,61.1,95.32,Smooth
2024-02-03,Night,M016,O008,Cotton,975,963,8.9,0,309.73,42,12.4,31.8,61.6,98.77,Breakdown
2024-01-29,Night,M005,O042,Cotton,1057,1040,3.14,6,341.73,25,7.7,33.9,73.1,98.39,Smooth
2024-02-17,Night,M006,O030,Blend,1123,936,1.74,12,321.74,22,7.0,28.8,70.0,83.35,Operator Absent
2024-03-08,Morning,M018,O024,Polyester,1136,1091,6.21,4,344.85,53,9.7,33.7,45.1,96.04,Smooth
2024-01-27,Afternoon,M015,O011,Polyester,932,904,3.25,11,329.9,39,4.5,31.6,65.7,97.0,Humidity Issue
2024-04-18,Night,M003,O047,Polyester,1038,1014,5.13,3,401.43,48,13.1,26.0,70.6,97.69,Smooth
2024-02-07,Night,M020,O014,Polyester,857,870,6.65,3,363.63,28,2.1,32.0,57.9,101.52,Low Quality Yarn
2024-01-06,Night,M002,O043,Cotton,931,823,8.65,7,362.65,11,6.6,29.8,41.7,88.4,Power Cut
2024-04-01,Morning,M003,O050,Blend,935,931,9.18,3,328.24,43,11.4,32.3,72.2,99.57,Smooth
2024-02-04,Morning,M012,O006,Polyester,1076,760,9.63,12,394.43,16,13.2,28.4,44.5,70.63,Humidity Issue
2024-02-13,Night,M019,O017,Polyester,1090,1069,5.41,1,255.74,36,4.8,29.1,52.0,98.07,Smooth
2024-02-24,Afternoon,M015,O005,Cotton,1076,1073,0.48,23,371.42,36,13.4,32.7,47.4,99.72,Smooth
2024-04-25,Night,M018,O015,Cotton,897,656,2.4,15,354.16,32,12.9,28.6,60.9,73.13,Smooth
2024-04-08,Afternoon,M004,O018,Polyester,1128,818,8.31,9,363.26,35,13.2,31.9,62.9,72.52,Low Quality Yarn
2024-03-16,Afternoon,M005,O050,Blend,1017,922,4.3,3,423.7,31,13.4,28.9,57.7,90.66,Smooth
2024-02-24,Morning,M017,O029,Cotton,923,870,6.31,8,299.28,26,2.0,32.3,55.4,94.26,Low Quality Yarn
2024-01-07,Night,M012,O029,Blend,872,780,6.52,30,423.95,23,9.7,31.8,42.8,89.45,Operator Absent
2024-02-10,Afternoon,M017,O044,Cotton,1081,866,3.62,6,338.99,15,9.4,23.8,51.2,80.11,Smooth
2024-01-30,Night,M012,O027,Cotton,916,717,5.17,0,404.22,23,7.9,28.3,51.7,78.28,Low Quality Yarn
2024-04-20,Night,M015,O027,Cotton,1141,1223,3.97,0,305.69,29,7.9,30.8,75.0,107.19,Breakdown
2024-01-24,Night,M018,O002,Blend,1066,956,7.02,49,330.04,24,6.6,28.0,56.4,89.68,Smooth
2024-01-31,Morning,M002,O032,Polyester,1000,1063,7.14,9,396.06,51,12.4,28.4,40.1,106.3,Smooth
2024-02-09,Night,M013,O020,Blend,952,908,0.51,2,357.24,34,2.2,28.2,55.4,95.38,Smooth
2024-02-27,Afternoon,M017,O032,Polyester,1194,1053,3.69,1,426.07,13,1.7,28.5,54.2,88.19,Low Quality Yarn
2024-02-09,Night,M006,O039,Cotton,833,896,6.69,11,408.81,9,9.7,24.8,76.5,107.56,Breakdown
2024-01-24,Morning,M001,O013,Cotton,832,786,8.74,12,352.92,12,0.7,27.8,56.9,94.47,Smooth
2024-04-11,Afternoon,M016,O010,Blend,1140,932,4.86,8,252.03,36,10.0,32.2,73.8,81.75,Smooth
2024-01-26,Afternoon,M013,O035,Polyester,1049,1024,4.3,11,302.81,42,7.0,26.7,71.9,97.62,Smooth
2024-02-04,Morning,M005,O050,Blend,968,996,8.58,24,259.03,33,5.9,27.9,64.0,102.89,Smooth
2024-02-19,Afternoon,M013,O002,Blend,1178,1157,6.88,4,337.34,18,13.4,26.4,53.8,98.22,Smooth
2024-02-27,Afternoon,M014,O037,Polyester,991,754,0.25,10,279.37,9,6.4,33.6,52.4,76.08,Low Quality Yarn
2024-01-10,Night,M001,O042,Polyester,928,900,6.06,4,444.57,14,7.5,28.6,41.1,96.98,Smooth
2024-03-03,Afternoon,M004,O040,Blend,890,802,9.64,4,295.09,8,11.5,28.9,58.3,90.11,Humidity Issue
2024-04-02,Morning,M020,O049,Polyester,1098,895,9.0,1,345.33,40,9.2,30.7,73.1,81.51,Humidity Issue
2024-01-25,Afternoon,M002,O050,Cotton,835,913,2.88,32,273.02,21,8.4,25.5,46.2,109.34,Smooth
2024-03-13,Morning,M012,O036,Cotton,894,823,5.42,14,339.04,18,4.3,33.7,47.8,92.06,Smooth
2024-02-21,Afternoon,M003,O045,Cotton,1103,797,3.42,3,353.06,19,8.9,31.5,45.6,72.26,Smooth
2024-03-01,Afternoon,M014,O034,Blend,919,806,6.26,6,364.59,26,9.5,32.7,48.1,87.7,Smooth
2024-02-04,Morning,M015,O043,Polyester,843,723,0.39,6,273.77,35,13.7,30.7,68.9,85.77,Low Quality Yarn
2024-04-30,Night,M017,O045,Blend,862,787,8.7,1,331.91,32,4.5,30.8,75.1,91.3,Smooth
2024-01-05,Afternoon,M001,O041,Polyester,882,950,1.49,6,349.33,42,9.0,31.2,55.0,107.71,Humidity Issue
2024-04-14,Night,M014,O016,Polyester,962,783,2.03,14,362.02,23,8.9,22.7,74.6,81.39,Smooth
2024-03-11,Morning,M004,O026,Cotton,956,1044,4.08,17,370.73,50,3.4,34.5,44.4,109.21,Low Quality Yarn
2024-01-03,Night,M006,O044,Cotton,1015,1057,4.39,18,343.24,32,9.6,33.0,77.1,104.14,Smooth
2024-04-03,Afternoon,M018,O023,Cotton,1019,721,4.77,11,397.6,11,4.8,33.3,54.3,70.76,Power Cut
2024-02-24,Afternoon,M017,O011,Polyester,831,849,2.79,2,323.22,8,11.2,32.6,73.4,102.17,Operator Absent
2024-02-29,Night,M003,O001,Polyester,1194,1189,1.43,14,384.86,48,12.8,33.5,64.5,99.58,Humidity Issue
2024-02-25,Night,M018,O027,Cotton,863,634,4.88,0,267.99,8,5.6,25.1,44.4,73.46,Humidity Issue
2024-02-20,Afternoon,M017,O013,Polyester,1126,1152,9.48,0,351.51,25,1.6,31.8,60.0,102.31,Humidity Issue
2024-04-26,Night,M005,O001,Polyester,970,987,7.07,0,341.93,21,3.9,27.9,51.2,101.75,Smooth
2024-04-30,Afternoon,M010,O030,Polyester,1141,1165,9.29,5,336.08,33,3.8,31.9,65.6,102.1,Power Cut
2024-03-06,Afternoon,M014,O020,Blend,853,931,6.03,4,307.27,42,7.8,31.0,58.0,109.14,Smooth
2024-02-02,Night,M002,O005,Blend,881,823,6.25,0,294.73,31,12.4,32.3,72.2,93.42,Humidity Issue
2024-02-17,Night,M003,O038,Blend,808,744,5.2,1,313.06,22,4.6,32.7,45.4,92.08,Operator Absent
2024-03-31,Morning,M010,O037,Polyester,845,804,0.54,13,318.69,16,10.8,30.0,42.5,95.15,Humidity Issue
2024-03-04,Morning,M010,O038,Blend,1039,1076,0.04,2,307.08,15,5.7,33.4,50.8,103.56,Smooth
2024-01-22,Night,M016,O026,Cotton,990,1026,3.13,15,342.02,47,6.0,32.8,78.6,103.64,Operator Absent
2024-04-10,Morning,M020,O049,Cotton,1129,830,6.87,6,428.44,31,0.6,26.0,46.7,73.52,Smooth
2024-02-26,Night,M006,O039,Blend,1066,1050,6.66,33,297.23,14,11.8,33.2,65.8,98.5,Operator Absent
2024-01-15,Afternoon,M013,O042,Blend,1044,750,3.6,31,208.37,21,3.5,30.1,54.7,71.84,Smooth
2024-02-25,Afternoon,M017,O013,Cotton,829,702,0.52,14,411.76,30,3.6,29.0,66.3,84.68,Breakdown
2024-03-25,Afternoon,M018,O027,Blend,1040,924,8.8,2,398.55,20,2.5,34.8,66.1,88.85,Breakdown
2024-03-17,Afternoon,M017,O032,Polyester,1197,1191,3.16,10,427.4,21,13.4,27.7,51.5,99.5,Smooth
2024-04-10,Morning,M012,O015,Blend,899,761,0.58,1,262.81,33,0.7,30.4,55.2,84.65,Low Quality Yarn
2024-01-04,Afternoon,M015,O043,Cotton,826,689,0.19,1,339.1,18,8.2,22.1,63.8,83.41,Smooth
2024-01-19,Night,M006,O023,Polyester,1102,775,4.64,33,450.9,17,11.7,30.6,70.9,70.33,Humidity Issue
2024-03-25,Morning,M015,O021,Blend,853,774,9.76,1,338.12,15,0.8,30.6,51.7,90.74,Smooth
2024-02-29,Afternoon,M004,O008,Polyester,867,875,5.18,4,399.43,42,12.8,25.9,40.9,100.92,Power Cut
2024-02-06,Afternoon,M002,O044,Blend,866,917,7.83,15,236.33,20,1.5,27.2,49.1,105.89,Power Cut
2024-04-28,Night,M012,O031,Cotton,1150,918,4.84,13,315.25,44,14.2,29.9,71.4,79.83,Low Quality Yarn
2024-03-03,Night,M006,O004,Blend,951,1042,5.44,32,339.71,19,3.3,28.0,45.6,109.57,Humidity Issue
2024-03-08,Night,M011,O041,Blend,1100,1043,7.81,8,366.29,36,6.1,28.9,67.0,94.82,Power Cut
2024-03-25,Afternoon,M019,O031,Blend,900,723,3.45,24,336.85,32,10.8,24.5,42.5,80.33,Smooth
2024-04-06,Afternoon,M008,O036,Blend,1045,793,0.08,9,295.55,38,8.2,29.5,49.7,75.89,Operator Absent
2024-01-06,Morning,M011,O010,Cotton,1055,949,6.8,0,392.08,26,8.4,28.1,57.3,89.95,Breakdown
2024-03-25,Morning,M018,O019,Cotton,858,615,1.66,5,372.39,12,14.4,31.1,47.9,71.68,Smooth
2024-01-13,Afternoon,M014,O033,Polyester,1054,1138,9.95,12,352.4,23,6.8,31.0,63.7,107.97,Smooth
2024-01-15,Night,M009,O043,Polyester,1068,778,6.22,39,377.44,36,14.2,28.3,78.4,72.85,Smooth
2024-04-15,Night,M010,O031,Blend,968,879,9.77,14,345.76,34,4.1,26.3,65.6,90.81,Humidity Issue
2024-04-25,Afternoon,M014,O020,Blend,886,856,1.63,8,349.68,8,0.6,34.7,54.3,96.61,Smooth
2024-04-15,Afternoon,M001,O018,Blend,1059,1133,2.29,10,315.22,49,11.1,26.7,43.8,106.99,Low Quality Yarn
2024-04-19,Afternoon,M003,O047,Blend,824,718,0.29,6,310.19,15,6.3,31.0,76.8,87.14,Smooth
2024-01-28,Night,M018,O014,Blend,1136,1246,0.45,14,282.79,50,13.8,25.2,78.0,109.68,Low Quality Yarn
2024-04-12,Morning,M011,O023,Cotton,1009,939,3.57,15,370.32,22,10.0,25.3,49.6,93.06,Breakdown
2024-02-15,Afternoon,M016,O030,Cotton,963,747,9.18,1,273.69,8,1.0,30.1,47.0,77.57,Smooth
2024-04-28,Morning,M008,O043,Cotton,918,960,2.82,30,272.99,31,8.0,36.0,70.4,104.58,Low Quality Yarn
2024-01-14,Afternoon,M003,O048,Cotton,963,782,3.53,22,420.55,22,7.7,28.8,48.2,81.2,Smooth
2024-01-26,Night,M001,O001,Polyester,1061,993,1.86,4,331.69,12,1.5,31.3,77.6,93.59,Humidity Issue
2024-03-05,Night,M009,O042,Polyester,1004,906,4.09,16,326.07,34,11.7,32.9,66.2,90.24,Smooth
2024-03-26,Afternoon,M017,O006,Polyester,1099,835,8.76,7,321.36,9,2.4,25.0,70.6,75.98,Breakdown
2024-04-17,Night,M016,O015,Polyester,893,625,4.17,7,313.42,13,3.8,26.9,40.1,69.99,Smooth
2024-04-13,Afternoon,M007,O003,Cotton,1036,1027,9.67,2,410.87,45,6.6,32.5,52.1,99.13,Smooth
2024-02-21,Morning,M003,O050,Blend,1073,890,7.13,16,326.99,41,12.2,26.6,79.4,82.95,Smooth
2024-03-05,Night,M004,O010,Polyester,1052,1053,3.93,8,320.08,33,10.8,30.7,46.7,100.1,Smooth
2024-02-24,Night,M005,O026,Cotton,1144,1158,5.84,30,270.58,44,11.5,32.4,44.1,101.22,Breakdown
2024-01-03,Night,M016,O050,Cotton,1136,1028,5.09,4,404.1,29,13.9,33.0,67.8,90.49,Smooth
2024-01-12,Morning,M008,O044,Cotton,805,798,8.62,3,323.2,19,5.4,31.6,79.1,99.13,Humidity Issue
2024-04-08,Morning,M003,O019,Polyester,1082,1128,7.01,12,381.68,33,6.0,30.3,46.5,104.25,Breakdown
2024-01-24,Morning,M020,O043,Cotton,1175,1192,7.34,4,346.99,23,10.7,31.4,72.7,101.45,Smooth
2024-04-10,Night,M014,O005,Blend,961,882,9.67,0,440.96,39,3.1,30.1,72.0,91.78,Breakdown
2024-03-24,Morning,M010,O002,Polyester,1149,1058,3.97,1,294.14,47,10.3,27.0,71.9,92.08,Operator Absent
2024-03-25,Morning,M007,O043,Polyester,1012,809,6.25,8,353.49,17,4.9,28.1,54.1,79.94,Smooth
2024-02-15,Night,M013,O041,Polyester,997,945,3.34,13,315.74,39,4.6,29.5,57.3,94.78,Smooth
2024-03-04,Night,M008,O031,Blend,924,900,3.32,0,377.05,32,10.2,29.5,65.3,97.4,Smooth
2024-01-15,Morning,M020,O017,Cotton,973,758,4.18,13,335.29,15,6.8,28.4,79.2,77.9,Breakdown
2024-03-23,Afternoon,M008,O008,Cotton,1011,734,5.19,1,425.68,28,6.6,28.2,53.9,72.6,Smooth
2024-04-23,Afternoon,M015,O047,Blend,977,839,2.64,2,262.63,18,10.0,29.6,78.7,85.88,Smooth
2024-03-02,Night,M006,O036,Blend,1027,966,0.77,0,345.83,13,9.2,30.6,64.9,94.06,Smooth
2024-01-06,Morning,M004,O042,Polyester,922,884,2.67,0,409.5,30,5.0,33.0,50.8,95.88,Smooth
2024-03-03,Afternoon,M017,O016,Cotton,1047,983,8.66,29,339.25,32,10.7,30.8,67.2,93.89,Smooth
2024-02-17,Morning,M015,O023,Blend,931,803,0.15,8,333.64,38,6.3,25.1,73.6,86.25,Smooth
2024-01-29,Night,M013,O030,Polyester,831,644,6.72,37,306.78,25,13.8,29.6,57.4,77.5,Smooth
2024-03-29,Night,M004,O029,Cotton,1138,914,4.34,12,350.79,31,9.7,29.7,49.7,80.32,Smooth
2024-01-26,Night,M004,O050,Polyester,900,887,0.91,2,367.96,9,4.1,31.7,48.6,98.56,Humidity Issue
2024-03-06,Night,M018,O012,Cotton,1157,935,2.48,0,435.25,32,10.3,29.1,43.2,80.81,Smooth
2024-01-05,Afternoon,M012,O041,Cotton,1156,1249,8.38,16,279.98,43,11.3,30.6,69.5,108.04,Smooth
2024-04-27,Afternoon,M001,O020,Blend,1008,915,0.68,4,357.69,28,4.4,32.3,54.7,90.77,Smooth
2024-02-15,Afternoon,M008,O043,Cotton,917,970,6.66,15,457.07,19,10.7,27.7,57.1,105.78,Smooth
2024-01-19,Night,M013,O042,Blend,1199,1051,6.49,27,326.05,11,4.9,24.7,60.1,87.66,Smooth
2024-04-04,Night,M004,O037,Cotton,806,582,4.91,26,362.6,15,10.0,28.9,50.4,72.21,Smooth
2024-04-14,Night,M012,O047,Polyester,891,680,1.6,0,377.14,30,12.3,26.9,67.4,76.32,Smooth
2024-01-21,Night,M006,O029,Blend,1171,871,2.89,3,354.98,27,5.7,25.0,54.2,74.38,Humidity Issue
2024-01-23,Afternoon,M007,O045,Cotton,981,1011,7.89,3,292.72,30,14.1,25.9,75.1,103.06,Breakdown
2024-01-11,Afternoon,M011,O049,Blend,955,707,3.93,8,279.97,31,10.3,30.0,73.5,74.03,Breakdown
2024-01-26,Night,M019,O011,Polyester,1155,1205,7.48,5,294.85,44,3.1,31.1,67.8,104.33,Smooth
2024-03-09,Afternoon,M020,O013,Cotton,1166,923,1.18,1,355.61,15,1.7,35.2,40.8,79.16,Smooth
2024-01-05,Morning,M006,O004,Polyester,1131,866,8.91,2,311.02,16,8.0,29.1,64.3,76.57,Power Cut
2024-03-30,Night,M018,O047,Blend,1151,918,0.58,4,313.15,44,9.4,27.9,62.3,79.76,Humidity Issue
2024-04-11,Morning,M005,O015,Cotton,873,756,4.29,7,404.3,12,7.8,33.2,56.5,86.6,Smooth
2024-01-02,Afternoon,M011,O006,Polyester,881,923,6.31,7,362.59,13,5.4,27.2,45.7,104.77,Low Quality Yarn
2024-02-19,Afternoon,M014,O040,Polyester,903,882,2.06,4,343.4,26,6.6,30.5,40.7,97.67,Smooth
2024-01-14,Night,M020,O040,Polyester,941,957,0.69,6,451.43,35,4.2,32.9,40.4,101.7,Smooth
2024-03-28,Afternoon,M008,O044,Polyester,972,961,5.36,18,368.07,28,5.3,31.0,71.7,98.87,Breakdown
2024-03-28,Afternoon,M020,O006,Polyester,1081,951,1.83,19,345.49,12,6.1,33.1,72.1,87.97,Smooth
2024-03-31,Night,M007,O031,Polyester,982,1041,2.03,0,336.21,32,14.5,32.8,42.7,106.01,Low Quality Yarn
2024-01-20,Morning,M015,O034,Cotton,996,955,0.74,4,335.26,47,8.6,34.0,52.8,95.88,Smooth
2024-03-04,Night,M001,O017,Blend,1015,799,3.51,4,340.66,22,11.0,28.1,66.3,78.72,Smooth
2024-03-11,Night,M011,O012,Blend,855,840,0.08,2,339.55,8,12.2,36.3,70.9,98.25,Power Cut
2024-01-03,Afternoon,M011,O016,Polyester,816,750,0.66,14,419.83,30,12.1,31.2,60.7,91.91,Humidity Issue
2024-02-08,Afternoon,M013,O005,Polyester,1143,864,6.71,9,313.97,15,13.4,31.6,70.0,75.59,Smooth
2024-01-22,Night,M015,O033,Polyester,815,866,7.59,9,389.21,28,9.7,30.9,46.3,106.26,Smooth
2024-03-19,Afternoon,M001,O017,Blend,877,780,7.16,3,318.48,15,3.6,27.0,57.0,88.94,Smooth
2024-03-30,Night,M004,O033,Cotton,1136,1207,5.07,2,361.11,30,12.4,28.6,66.4,106.25,Smooth
2024-01-31,Afternoon,M004,O008,Polyester,823,838,2.72,11,354.92,29,5.2,29.8,50.8,101.82,Smooth
2024-01-23,Night,M008,O043,Cotton,917,711,6.95,2,273.7,25,12.3,31.9,71.1,77.54,Smooth
2024-01-20,Night,M005,O029,Blend,1004,1008,1.88,0,302.53,27,1.0,34.3,50.4,100.4,Operator Absent
2024-04-23,Night,M001,O034,Polyester,1107,789,8.79,2,323.1,28,5.2,30.2,75.9,71.27,Smooth
2024-02-03,Night,M006,O007,Polyester,1149,1212,3.25,23,326.54,40,1.5,31.9,43.8,105.48,Power Cut
2024-04-25,Morning,M018,O010,Cotton,1025,1127,3.27,13,368.43,56,4.0,30.9,41.6,109.95,Smooth
2024-03-29,Night,M001,O027,Blend,879,759,1.3,0,410.74,24,5.0,28.2,66.2,86.35,Smooth
2024-02-04,Afternoon,M012,O044,Cotton,874,692,0.14,14,416.75,7,12.6,31.9,64.8,79.18,Breakdown
2024-04-09,Afternoon,M008,O040,Cotton,992,917,6.25,19,431.7,45,11.5,35.3,57.7,92.44,Power Cut
2024-03-04,Afternoon,M011,O016,Blend,962,945,3.89,2,385.18,44,5.5,30.5,61.1,98.23,Low Quality Yarn
2024-01-29,Afternoon,M001,O001,Polyester,836,655,9.96,39,405.92,25,9.1,31.6,42.1,78.35,Smooth
2024-03-01,Morning,M005,O003,Blend,824,726,6.75,11,377.91,12,7.8,29.5,67.6,88.11,Smooth
2024-02-11,Afternoon,M010,O047,Polyester,919,899,6.49,3,370.21,30,3.1,26.9,68.2,97.82,Humidity Issue
2024-04-26,Night,M008,O045,Blend,878,774,6.68,18,376.15,29,12.7,34.0,72.1,88.15,Smooth
2024-04-16,Night,M010,O008,Cotton,1129,1224,5.36,6,294.84,40,4.5,29.1,76.9,108.41,Power Cut
2024-01-17,Afternoon,M009,O007,Blend,1099,1025,5.93,4,309.63,35,13.3,29.6,75.3,93.27,Smooth
2024-04-10,Morning,M017,O047,Blend,840,809,2.11,19,341.68,31,4.7,30.6,72.1,96.31,Smooth
2024-03-31,Morning,M017,O024,Polyester,987,1084,0.3,22,364.43,31,12.8,30.2,42.5,109.83,Low Quality Yarn
2024-03-31,Afternoon,M005,O045,Cotton,858,715,0.67,37,367.15,33,1.7,30.9,55.4,83.33,Smooth
2024-04-16,Morning,M018,O031,Blend,1199,873,2.11,2,263.51,12,2.9,29.3,45.9,72.81,Smooth
2024-03-09,Morning,M013,O016,Cotton,1095,1192,7.59,34,264.89,49,5.2,28.6,52.0,108.86,Operator Absent
2024-01-18,Morning,M018,O040,Polyester,817,647,1.3,2,418.46,8,3.6,26.6,72.4,79.19,Smooth
2024-04-07,Afternoon,M002,O035,Blend,914,693,3.43,19,254.1,22,12.2,29.5,45.5,75.82,Smooth
2024-04-19,Morning,M005,O033,Blend,954,889,5.06,1,278.68,26,1.7,32.3,58.4,93.19,Smooth
2024-03-16,Afternoon,M008,O044,Cotton,1028,845,8.22,0,290.71,32,8.8,23.0,66.7,82.2,Breakdown
2024-04-06,Afternoon,M020,O042,Blend,1021,1032,8.62,3,411.19,51,13.4,30.4,54.9,101.08,Humidity Issue
2024-01-27,Morning,M016,O015,Blend,1091,848,4.89,13,183.76,36,5.7,25.6,74.4,77.73,Smooth
2024-03-10,Morning,M016,O008,Polyester,810,698,3.28,6,325.42,12,14.3,31.0,47.0,86.17,Smooth
2024-04-09,Morning,M017,O007,Polyester,919,851,5.79,6,288.34,27,5.9,32.0,66.5,92.6,Humidity Issue
2024-04-03,Afternoon,M003,O020,Cotton,1012,765,5.71,2,304.57,13,12.5,27.9,51.4,75.59,Humidity Issue
2024-01-01,Afternoon,M005,O019,Blend,1173,1256,9.7,8,332.5,52,5.8,27.0,43.5,107.08,Smooth
2024-04-20,Night,M001,O002,Blend,1162,1072,8.45,15,376.0,20,3.7,27.1,75.0,92.25,Breakdown
2024-01-16,Afternoon,M018,O023,Polyester,1159,927,2.63,0,364.81,32,11.4,31.1,46.1,79.98,Smooth
2024-01-31,Afternoon,M004,O043,Blend,840,741,3.51,0,391.46,8,4.7,29.9,48.3,88.21,Smooth
2024-02-12,Afternoon,M008,O043,Polyester,1014,806,9.08,6,429.55,13,7.6,29.4,57.2,79.49,Smooth
2024-04-02,Morning,M015,O045,Cotton,819,768,10.0,14,408.58,12,0.9,28.9,48.2,93.77,Smooth
2024-03-19,Morning,M018,O024,Polyester,829,693,5.11,9,351.06,20,1.2,32.7,41.4,83.59,Breakdown
2024-01-26,Morning,M018,O040,Blend,971,893,4.38,18,272.34,10,11.0,29.1,44.5,91.97,Smooth
2024-02-27,Morning,M002,O046,Blend,979,923,2.81,1,411.06,23,11.4,28.5,45.0,94.28,Operator Absent
2024-04-24,Morning,M011,O023,Cotton,869,876,2.37,11,387.14,22,1.5,30.3,40.8,100.81,Smooth
2024-02-20,Morning,M004,O014,Cotton,826,851,5.25,14,314.86,9,14.4,26.4,66.7,103.03,Smooth
2024-04-16,Morning,M017,O001,Polyester,1172,1257,2.65,9,291.39,55,14.2,33.4,75.4,107.25,Smooth
2024-03-12,Night,M015,O013,Polyester,826,822,2.77,3,399.56,28,14.9,33.1,52.5,99.52,Smooth
2024-03-08,Afternoon,M010,O022,Cotton,1008,842,0.79,5,308.99,36,14.1,26.2,47.4,83.53,Smooth
2024-02-15,Night,M005,O022,Cotton,1136,964,9.29,0,295.23,46,7.0,30.9,60.1,84.86,Smooth
2024-02-22,Night,M002,O048,Polyester,1078,860,4.71,10,391.24,28,13.6,32.4,72.7,79.78,Power Cut
2024-03-24,Afternoon,M010,O042,Cotton,956,958,0.56,0,381.77,25,6.3,26.6,75.4,100.21,Smooth
2024-01-26,Afternoon,M020,O003,Polyester,1174,1242,9.09,3,294.78,21,3.2,32.8,53.7,105.79,Smooth
2024-03-25,Morning,M010,O002,Cotton,1010,880,8.31,1,361.47,18,7.6,35.1,52.0,87.13,Smooth
2024-04-08,Morning,M008,O041,Polyester,977,916,4.34,1,356.14,42,5.5,27.0,69.3,93.76,Smooth
2024-03-09,Night,M016,O041,Polyester,1192,1148,9.32,17,445.47,52,6.3,32.4,53.1,96.31,Smooth
2024-03-27,Morning,M020,O015,Blend,991,697,8.27,16,358.86,19,2.2,27.3,79.2,70.33,Smooth
2024-03-03,Night,M001,O012,Blend,1185,931,0.67,9,371.17,13,3.0,36.2,62.7,78.57,Smooth
2024-02-26,Morning,M013,O022,Cotton,836,684,9.38,17,346.7,16,1.2,31.4,42.1,81.82,Smooth
2024-04-21,Morning,M005,O002,Cotton,952,929,4.58,2,279.18,30,5.7,32.0,72.9,97.58,Breakdown
2024-02-23,Morning,M010,O049,Polyester,887,912,4.77,4,407.68,21,3.5,28.4,43.4,102.82,Smooth
2024-02-15,Morning,M018,O038,Polyester,1065,944,4.82,18,322.22,39,12.4,26.1,55.4,88.64,Smooth
2024-04-04,Morning,M007,O010,Cotton,831,734,3.03,26,366.8,8,7.4,35.9,56.3,88.33,Humidity Issue
2024-02-12,Night,M004,O018,Polyester,842,643,6.56,35,436.17,8,6.6,31.5,44.7,76.37,Power Cut
2024-03-09,Afternoon,M019,O044,Polyester,805,760,9.38,10,339.18,24,6.3,28.1,73.3,94.41,Low Quality Yarn
